StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Q50,att_check_1,att_check_2,ai_comprehension,1_timing_First Click,1_timing_Last Click,1_timing_Page Submit,1_timing_Click Count,1_ai_score,1_profile_trust_1,1_profile_trust_2,1_profile_trust_3,2_timing_First Click,2_timing_Last Click,2_timing_Page Submit,2_timing_Click Count,2_ai_score,2_profile_trust_1,2_profile_trust_2,2_profile_trust_3,3_timing_First Click,3_timing_Last Click,3_timing_Page Submit,3_timing_Click Count,3_ai_score,3_profile_trust_1,3_profile_trust_2,3_profile_trust_3,4_timing_First Click,4_timing_Last Click,4_timing_Page Submit,4_timing_Click Count,4_ai_score,4_profile_trust_1,4_profile_trust_2,4_profile_trust_3,5_timing_First Click,5_timing_Last Click,5_timing_Page Submit,5_timing_Click Count,5_ai_score,5_profile_trust_1,5_profile_trust_2,5_profile_trust_3,6_timing_First Click,6_timing_Last Click,6_timing_Page Submit,6_timing_Click Count,6_ai_score,6_profile_trust_1,6_profile_trust_2,6_profile_trust_3,7_timing_First Click,7_timing_Last Click,7_timing_Page Submit,7_timing_Click Count,7_ai_score,7_profile_trust_1,7_profile_trust_2,7_profile_trust_3,8_timing_First Click,8_timing_Last Click,8_timing_Page Submit,8_timing_Click Count,8_ai_score,8_profile_trust_1,8_profile_trust_2,8_profile_trust_3,9_timing_First Click,9_timing_Last Click,9_timing_Page Submit,9_timing_Click Count,9_ai_score,9_profile_trust_1,9_profile_trust_2,9_profile_trust_3,10_timing_First Click,10_timing_Last Click,10_timing_Page Submit,10_timing_Click Count,10_ai_score,10_profile_trust_1,10_profile_trust_2,10_profile_trust_3,general_trust_1,general_trust_2,general_trust_3,ai_att_1,ai_att_2,ai_att_3,ai_att_4,birth_year,education,gender,gender_4_TEXT,geography,political_identity,perceived_purpose,profile_factors_1,profile_factors_2,profile_factors_3,ai_reasons,ai_opinion_free_text,debrief_agree,survey_finished,order,question_order,survey_code,condition
2019-12-04 13:07,2019-12-04 13:15,100,497,TRUE,2019-12-04 13:15,R_1pu1NwWqBRBeVtz,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,0.19,0.19,5.457,1,,Highly confident 100%,Highly confident 100%,Highly confident  100%,0,0,5.383,0,,90,Highly confident 100%,Highly confident  100%,0,0,7.795,0,,80,80,80,0,0,4.538,0,,Highly confident 100%,Highly confident 100%,Highly confident  100%,0,0,3.743,0,,Highly confident 100%,Highly confident 100%,Highly confident  100%,0,0,5.925,0,,80,90,80,0,0,4.48,0,,80,80,80,0,0,7.061,0,,70,70,Highly confident  100%,0,0,4.427,0,,90,90,90,0,0,4.466,0,,Highly confident 100%,Highly confident 100%,Highly confident  100%,90,90,90,Strongly agree 100%,Strongly agree 100%,20,20,1988,Bachelor's degree in college,Male,,Suburban,Liberal,I think it's about how people make decisions.,The attitude of the host.,Amenities of the place.,Overall quality of the furniture.,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,14,14|12|28|5|21|16|6|15|29|23,7802244008,control
2019-12-04 13:08,2019-12-04 13:16,100,474,TRUE,2019-12-04 13:16,R_djbGb1qC0r4P1W9,,,,,anonymous,EN,I CONSENT to take part in the study.,The system is simply taking sentences from other profiles in order to generate the optimized profile.  It uses keywords from other successful profiles and generates the optimized profile.,John is easy to see.,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",15.475,25.602,26.201,5,4,80,90,80,6.91,11.59,13.311,4,4,70,80,90,7.024,12.176,13.513,4,3,80,90,80,6.104,10.599,11.714,4,5,80,80,80,6.741,12.285,13.049,4,Definitely human-written - 1,80,90,90,5.838,10.222,11.191,4,2,70,80,70,7.879,12.111,13.019,5,5,70,70,80,26.714,31.514,32.307,5,5,90,90,80,10.309,14.237,15.024,4,2,80,80,80,10.912,15.688,16.506,5,3,80,90,90,80,90,80,90,90,70,40,1983,Bachelor's degree in college,Male,,Urban,Somewhat liberal,Ability to spot fake postings.,How detailed is it?,Does the host look professional?,Do they have good reviews?,I just went with my gut on most of them.  It was hard to distinguish between them.,I think they are a little scary.  I think most people do not know the difference between real profiles and computer generated profiles.,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,24,24|9|4|19|12|21|26|30|6|5,7317519187,primed
2019-12-04 13:07,2019-12-04 13:16,100,565,TRUE,2019-12-04 13:16,R_9Hcfu8t3xxR3KfL,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,28.951,36.288,37.676,5,,Highly confident 100%,90,Not confident 0%,8.482,14.499,15.723,3,,Highly confident 100%,90,Not confident 0%,8.11,13.094,14.818,4,,90,70,Not confident 0%,11.167,14.431,15.902,3,,Highly confident 100%,Highly confident 100%,Not confident 0%,9.748,13.9,15.466,5,,90,Highly confident 100%,Not confident 0%,5.069,8.214,9.492,3,,80,Highly confident 100%,10,6.668,11.335,12.47,3,,70,Highly confident 100%,Not confident 0%,6.319,8.319,10.405,3,,Highly confident 100%,Highly confident 100%,Not confident 0%,3.094,6.053,7.036,3,,Highly confident 100%,Highly confident 100%,10,49.942,54.5,56.376,3,,80,50,Not confident 0%,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,60,Strongly disagree 0%,1993,Bachelor's degree in college,Male,,Urban,Conservative,The study is about trustworthiness of roomshare host profiles,trust,honesty,safeness,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,1,1|15|27|13|23|21|16|8|19|10,1661512387,control
2019-12-04 13:10,2019-12-04 13:17,100,425,TRUE,2019-12-04 13:17,R_3j9bIb4AQn9aUtT,,,,,anonymous,EN,I CONSENT to take part in the study.,Creating a profile for the host that others can see. The host doesn't have to worry about typing or thinking too much,John is easy to see.,I am traveling and the person in the profile offers to host me.,All were written by the AI system.,15.124,31.771,32.93,5,Definitely human-written - 1,70,20,30,14.938,25.829,26.189,5,3,50,60,70,7.917,16.275,17.35,4,5,10,20,Not confident 0%,6.57,14.18,15.324,6,4,50,50,60,6.298,14.901,15.754,5,3,80,70,80,6.495,11.029,11.843,4,5,Highly confident 100%,Highly confident 100%,90,7.496,13.37,14.273,4,Definitely AI-generated     - 6,90,90,90,6.01,12.403,13.433,4,4,70,80,70,5.131,14.705,16.022,4,Definitely human-written - 1,60,70,80,4.182,9.565,10.561,4,Definitely AI-generated     - 6,50,50,60,40,50,40,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,1984,High school graduate,Female,,Suburban,Somewhat liberal,to tell whether or not something was written by an AI or a human,how many hobbies were added,how much emotion was put in it,,How mechanical it sounded - without any emotion,I think it's fake. ,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,19,19|9|10|28|4|22|27|8|30|6,9735917719,primed
2019-12-04 13:03,2019-12-04 13:17,100,854,TRUE,2019-12-04 13:17,R_pLVdNPV7Y8rMDcJ,,,,,anonymous,EN,I CONSENT to take part in the study.,good,John is easy to see.,The person in the profile and I are traveling together.,All were written by the AI system.,198.057,211.239,213.15,6,4,50,60,50,19.942,33.22,35.142,6,Definitely human-written - 1,30,40,40,12.922,18.692,20.964,5,4,50,60,60,2.611,7.568,9.187,4,4,40,70,60,4.172,21.851,22.326,9,4,50,50,60,1.063,7.502,8.681,5,Definitely human-written - 1,50,40,60,0.927,9.758,10.953,8,Definitely human-written - 1,50,60,50,1.232,7.198,8.667,6,3,30,50,60,1.506,6.451,7.762,4,4,50,60,60,13.122,17.346,18.891,4,3,50,50,50,50,70,60,70,60,80,70,1977,Bachelor's degree in college,Female,,Suburban,Somewhat liberal,nice study,ip address,host name,profille,nothing,yes,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,7,7|30|23|5|22|28|6|20|3|11,1992724651,primed
2019-12-04 13:08,2019-12-04 13:18,100,554,TRUE,2019-12-04 13:18,R_3EumZX03aaAQR5b,,,,,anonymous,EN,I CONSENT to take part in the study.,it appears to be creating profiles. once created it optimizes the profiles,John is easy to see.,The person in the profile and I are traveling together.,All were written by the AI system.,12.987,23.161,24.397,4,4,70,80,90,81.386,89.426,90.208,4,3,90,80,90,8.085,11.573,12.882,4,Definitely human-written - 1,80,90,90,18.172,22.075,22.846,4,Definitely human-written - 1,90,90,90,13.939,18.731,20.848,5,2,80,90,90,11.146,15.418,16.239,4,2,80,80,90,17.233,20.745,21.892,4,Definitely human-written - 1,90,90,90,8.229,14.54,15.489,5,Definitely human-written - 1,90,Highly confident 100%,Highly confident  100%,27.175,30.521,33.434,4,2,90,90,Highly confident  100%,7.649,12.873,13.589,6,Definitely human-written - 1,Highly confident 100%,Highly confident 100%,Highly confident  100%,80,,70,80,Strongly agree 100%,30,Strongly disagree 0%,1985,Bachelor's degree in college,Female,,Suburban,Somewhat liberal,cognitive skill,sentence structure,grammar,length,If it was poor grammar,I thought it was decent enough,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,4,4|9|19|26|2|1|20|16|14|24,4888042201,primed
2019-12-04 13:12,2019-12-04 13:18,100,346,TRUE,2019-12-04 13:18,R_3rPswmCT7bptFvp,,,,,anonymous,EN,I CONSENT to take part in the study.,The system used the person's Facebook profile to generate a profile. It likely used their basic biographical info to write up the information.,John is easy to see.,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",6.146,14.162,14.469,6,Definitely human-written - 1,90,Highly confident 100%,Highly confident  100%,6.995,13.884,14.923,6,4,80,80,80,6.134,12.639,13.447,4,Definitely human-written - 1,70,70,70,7.372,13.827,14.17,5,5,60,70,60,6.564,13.845,14.823,6,3,80,60,80,9.974,15.995,17.12,5,3,80,80,90,8.64,15.039,15.378,5,3,70,60,60,9.304,13.473,14.629,4,4,50,50,50,7.88,12.458,13.389,4,5,70,50,50,6.288,11.322,12.46,5,4,60,60,60,40,10,10,Strongly agree 100%,Strongly agree 100%,10,Strongly disagree 0%,1996,Bachelor's degree in college,Female,,Suburban,Liberal,I think it has to do with how people view profiles.,Writing style,Job,,"I think I looked to see how casual and fun it sounded. If it sounded stilted and formal, I leaned toward AI-generation.",I think they are okay. It doesn't really help me understand the person's personality better but it would provide the basic info.,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,6,6|11|29|14|25|23|10|4|16|20,2644755298,primed
2019-12-04 13:12,2019-12-04 13:20,100,450,TRUE,2019-12-04 13:20,R_23e0OTwKP4net6b,,,,,anonymous,EN,I CONSENT to take part in the study.,,John’s sister’s friend’s car.,The person in the profile and I are traveling together.,,0,0,7.742,0,,30,30,30,0,0,5.86,0,,40,50,30,0,0,6.449,0,,60,60,50,0,0,6.107,0,,30,50,70,13.215,13.215,14.631,1,,60,30,40,0,0,6.777,0,,50,40,30,0,0,6.013,0,,30,40,50,0,0,6.66,0,,50,60,40,0,0,5.866,0,,50,50,30,0,0,174.207,0,,40,40,40,50,40,50,60,60,40,40,1989,Master's degree,Male,,Urban,Conservative,good survey,,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,15,15|26|3|5|11|19|27|25|6|29,2769922564,control
2019-12-04 13:07,2019-12-04 13:21,100,855,TRUE,2019-12-04 13:21,R_3GcEiR7OC9uKrtP,,,,,anonymous,EN,I CONSENT to take part in the study.,The system is taking information from this person's Facebook account and writing a description of him and his rental. It uses the information that the Facebook ser entered himself plus probably generated some facts on it's own.,John is easy to see.,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",16.466,43.277,44.544,10,2,90,90,90,19.152,34.726,36.039,7,4,70,60,70,14.573,31.685,32.965,9,Definitely human-written - 1,60,60,60,12.943,30.334,31.541,8,3,80,80,80,12.106,24.694,25.731,7,2,80,80,80,9.435,20.382,21.478,7,Definitely human-written - 1,60,60,60,14.256,31.214,32.784,11,5,70,60,70,16.978,30.226,31.378,9,Definitely human-written - 1,80,70,80,11.435,28.405,29.345,9,4,70,70,70,11.385,25.929,30.17,9,5,80,80,80,70,80,80,90,Strongly agree 100%,70,Strongly disagree 0%,1955,High school graduate,Male,,Suburban,Somewhat conservative,My opinion whether a description of a rental was written by a human or AI and how much trust I had in them.,Their description of themselves,How they use words,Pictures are very important,I used my gut reaction as to how the profile was worded.,I think they're fine for people who don't seem to be able to write a profile.,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,8,8|16|28|18|4|25|5|26|10|14,5350668677,primed
2019-12-04 13:17,2019-12-04 13:23,100,356,TRUE,2019-12-04 13:23,R_3ET3GwY59TOxYiN,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,24.036,32.643,33.858,3,,50,40,80,9.669,18.938,19.948,4,,80,30,60,11.37,16.042,16.768,3,,70,70,70,10.111,14.552,15.362,3,,70,60,60,18.87,22.63,23.513,3,,70,60,60,13.712,17.002,17.737,3,,70,70,70,10.652,14.242,15.048,3,,70,70,60,17.674,20.659,21.402,3,,80,80,80,12.9,15.461,16.276,3,,80,80,80,14.519,18.099,19.194,3,,70,60,60,60,40,40,70,70,60,Strongly disagree 0%,1986,Bachelor's degree in college,Female,,Suburban,Somewhat liberal,Trustworthiness and personality,If they are there,If they are a workaholic,If they have too many pets,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,5,5|25|11|29|19|28|13|26|10|3,2103709444,control
2019-12-04 13:18,2019-12-04 13:23,100,264,TRUE,2019-12-04 13:23,R_sUwU2zV9Ts4oNqh,,,,,anonymous,EN,I CONSENT to take part in the study.,Very like that a system doing,John is easy to see.,The person in the profile and I are traveling together.,All were written by the AI system.,0,0,11.229,0,5,70,50,80,0,0,12.701,0,4,70,90,70,0,0,5.718,0,4,60,90,80,0,0,6.339,0,5,Highly confident 100%,90,70,0,0,6.204,0,5,60,80,60,0,0,5.466,0,Definitely AI-generated     - 6,70,80,50,0,0,8.353,0,4,60,90,60,0,0,6.461,0,4,Highly confident 100%,70,80,0,0,5.126,0,4,80,60,80,0,0,5.083,0,5,70,80,80,60,80,50,60,80,70,90,1989,Bachelor's degree in college,Male,,Urban,Somewhat conservative,good study,good,nice,well,yes,good,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,22,22|12|18|29|3|7|10|26|1|20,3264210070,primed
2019-12-04 13:18,2019-12-04 13:23,100,263,TRUE,2019-12-04 13:23,R_89dQHFj65sJQzg5,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,The person in the profile and I are traveling together.,,7.232,12.612,13.924,7,,60,60,60,7.516,9.963,11.15,3,,60,60,60,4.962,7.477,8.155,3,,80,80,80,4.328,8.862,9.925,5,,60,60,60,8.068,17.798,19.879,4,,Not confident 0%,Not confident 0%,Not confident 0%,4.315,9.761,11.063,5,,70,70,80,3.423,5.874,6.708,3,,60,60,60,9.055,14.593,15.711,4,,50,50,50,3.776,6.608,7.414,3,,60,60,60,4.422,7.64,8.473,3,,60,60,60,60,60,60,Strongly agree 100%,Strongly agree 100%,Strongly agree 100%,Strongly disagree 0%,1994,Bachelor's degree in college,Male,,Suburban,Somewhat liberal,To see how secure I feel around strangers,Warmness of message,If they're reputable with their jobs or description,If they're open to who they are,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,6,6|1|4|3|5|17|30|29|23|22,9703053997,control
2019-12-04 13:18,2019-12-04 13:23,100,294,TRUE,2019-12-04 13:23,R_2TtJwtwkVKbm1If,,,,,anonymous,EN,I CONSENT to take part in the study.,,John’s sister’s friend’s car.,I am traveling and the person in the profile offers to host me.,,0,0,3.362,0,,Highly confident 100%,50,80,0,0,3.304,0,,20,60,50,0,0,8.54,0,,80,60,Not confident 0%,0,0,4.211,0,,40,Highly confident 100%,50,0,0,3.026,0,,50,80,Highly confident  100%,0,0,2.867,0,,80,50,50,0,0,77.608,0,,30,50,30,0,0,4.968,0,,40,Highly confident 100%,50,0,0,14.776,0,,10,30,60,0,0,4.602,0,,80,30,40,50,60,50,Strongly agree 100%,90,60,60,1987,Bachelor's degree in college,Female,,Rural,Conservative,unsure,pretty,fashionable,outratgious,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,28,28|14|27|11|12|23|16|15|3|25,4466420665,control
2019-12-04 13:17,2019-12-04 13:23,100,378,TRUE,2019-12-04 13:24,R_31zlw9G7HBte34T,,,,,anonymous,EN,I CONSENT to take part in the study.,Automatically matching you with someone through your facebook. Using your likes and interests,John is easy to see.,The person in the profile is traveling and I am offering to host.,All were written by the AI system.,4.453,18.29,19.092,13,5,50,70,60,1.694,21.433,22.365,15,2,90,90,90,2.086,12.058,12.867,11,Definitely AI-generated     - 6,Not confident 0%,Not confident 0%,20,2.137,10.385,10.671,9,3,30,50,50,2.155,11.216,11.601,13,Definitely AI-generated     - 6,Not confident 0%,Not confident 0%,Not confident 0%,1.029,9.09,9.869,11,Definitely human-written - 1,50,90,90,1.824,13.801,14.048,17,2,80,80,80,1.755,11.187,12.207,12,4,10,40,40,0.783,11.189,11.982,11,Definitely human-written - 1,Highly confident 100%,Highly confident 100%,Highly confident  100%,2.03,11.499,12.142,11,Definitely AI-generated     - 6,10,10,40,50,50,50,40,30,20,70,2000,Bachelor's degree in college,Male,,Rural,Somewhat liberal,Peoples attitudes towards ai,How genuine the person seemed,If it was ai or not,How kind they sounded,"They were way too stiff and had no mistakes, nothing that a human would have",It just makes me untrustworthy because its not a real person,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,26,26|23|7|3|2|14|25|19|16|10,6675791904,primed
2019-12-04 13:12,2019-12-04 13:25,100,778,TRUE,2019-12-04 13:25,R_1FmPoamTcDKXrV6,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,62.068,73.407,74.948,3,,80,80,80,18.08,24.27,26.35,3,,60,60,60,12.087,16.714,23.258,3,,70,70,70,15.28,21.777,23.747,4,,80,80,80,9.482,19.102,21.575,5,,80,80,80,20.739,26.72,28.283,4,,80,80,80,53.721,57.994,59.537,3,,80,80,80,10.194,16.194,18.373,4,,80,80,80,11.018,17.285,19.394,4,,70,70,70,42.223,47.734,49.329,4,,70,70,70,70,70,70,90,90,70,10,1987,Bachelor's degree in college,Male,,Urban,Somewhat conservative,How to be safe with air bnb,friendliness,intelligence,hobbies,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,4,4|6|14|19|22|16|9|10|21|26,1970646385,control
2019-12-04 13:19,2019-12-04 13:25,100,384,TRUE,2019-12-04 13:25,R_3PYNNcCudq0XAbz,,,,,anonymous,EN,I CONSENT to take part in the study.,i like the face book,John’s sister’s friend’s car.,The person in the profile is traveling and I am offering to host.,All were written by the AI system.,4.288,14.348,16.476,9,3,90,Highly confident 100%,90,3.4,12.54,18.916,7,5,80,90,80,1.59,13.034,15.238,6,5,90,90,90,2.006,8.579,10.139,5,5,80,70,90,1.472,17.675,20.442,8,3,90,90,90,3.304,15.194,18.334,11,2,90,80,90,1.542,11.269,13.532,7,2,90,90,90,0,0,24.378,0,Definitely AI-generated     - 6,90,Highly confident 100%,90,2.378,10.9,12.21,6,2,80,90,80,2.126,10.881,11.693,7,4,90,70,90,90,80,70,90,70,80,90,1989,Master's degree,Male,,Rural,Conservative,nice study,,,,yes,good,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,1,1|15|21|5|8|19|30|3|26|22,2072876659,primed
2019-12-04 13:16,2019-12-04 13:26,100,616,TRUE,2019-12-04 13:26,R_1oFH18wcSsSkFxa,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,35.218,43.322,45.422,3,,50,50,60,19.571,33.29,35.949,3,,60,50,50,15.378,21.985,24.019,3,,50,50,40,16.204,22.636,24.627,3,,60,50,30,18.997,24.389,26.267,3,,50,60,40,16.98,22.444,24.609,3,,60,50,40,37.141,44.845,47.067,3,,60,50,50,17.937,24.68,26.591,3,,60,60,70,25.33,30.194,32.329,3,,50,60,70,28.626,36.65,38.153,4,,40,30,40,30,30,30,50,60,80,30,1960,Master's degree,Female,,Suburban,Liberal,My guess would be the best way to market AirBnBs so people will feel more comfortable staying in a complete stranger's home for vacations.,attitude,location,sincereity ,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,24,24|13|6|27|8|2|10|16|26|25,6315714725,control
2019-12-04 13:08,2019-12-04 13:26,100,1105,TRUE,2019-12-04 13:26,R_2t9zvr27yaqyEBQ,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,The person in the profile and I are traveling together.,,84.333,90.616,91.633,3,,80,Highly confident 100%,Highly confident  100%,5.135,8.733,9.761,3,,60,70,80,691.106,693.381,694.712,3,,80,90,90,4.734,7.367,8.233,3,,70,Highly confident 100%,Highly confident  100%,5.102,10.379,11.255,4,,Highly confident 100%,80,80,8.04,11.418,12.682,4,,Highly confident 100%,Highly confident 100%,90,7.357,11.222,12.16,3,,Highly confident 100%,80,80,6.279,9.457,10.394,4,,80,80,70,5.211,8.62,9.743,3,,Highly confident 100%,Highly confident 100%,Highly confident  100%,5.932,10.769,11.596,6,,90,80,90,60,80,80,90,Strongly agree 100%,70,Strongly disagree 0%,1970,Master's degree,Male,,Urban,Somewhat liberal,How people perceive that they would be treated by other people in their property while comparing that to how conformable people are with AI decisions. ,Left brained or right brained thinking,Business level of the person,Location of the person ,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,3,3|30|8|9|6|14|26|18|19|27,9180923843,control
2019-12-04 13:16,2019-12-04 13:27,100,636,TRUE,2019-12-04 13:27,R_12aLz9aRG8MuXmZ,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,17.729,33.602,34.881,12,,90,80,30,14.156,23.638,24.999,9,,50,50,10,19.791,28.796,29.734,11,,90,80,80,27.65,53.401,54.636,11,,70,50,30,17.753,31.17,32.084,14,,70,50,40,18.393,28.635,29.403,10,,80,40,40,12.844,22.598,23.438,11,,80,70,70,17.8,26.21,27.704,13,,Highly confident 100%,90,90,20.042,29.504,30.395,12,,80,80,90,14.675,24.803,25.746,10,,70,60,50,80,50,50,30,40,Strongly agree 100%,80,1956,High school graduate,Female,,Urban,Conservative,I think that the purpose of this study was to find out how Airbnb hosts are perceived based upon their profiles.,Description of their activities,Whether they mentioned their home,statement about comfort of guests,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,5,5|6|19|21|15|1|17|22|12|18,9458240554,control
2019-12-04 13:14,2019-12-04 13:27,100,800,TRUE,2019-12-04 13:27,R_3KpxQgQPAF57G1e,,,,,anonymous,EN,I CONSENT to take part in the study.,The system goes to the provided facebook profile. It takes relevant information like current job and location and provides a welcome introduction for a host profile.,John is easy to see.,I am traveling and the person in the profile offers to host me.,"Some were generated by the AI system, some were written by the host.",20.454,53.596,55.446,5,5,80,80,70,9.886,39.363,40.227,5,5,70,80,80,9.495,17.68,18.476,4,Definitely AI-generated     - 6,90,90,Highly confident  100%,80.98,89.755,94.85,4,3,80,90,90,7.061,16.449,17.274,5,2,80,70,90,8.125,30.31,31.463,5,Definitely human-written - 1,70,70,80,17.638,31.263,36.007,4,3,90,80,Highly confident  100%,22.658,41.707,42.403,5,2,60,70,90,15.42,31.46,32.247,6,Definitely human-written - 1,70,70,90,9.634,33.151,36.535,6,2,70,70,90,70,60,70,90,Strongly agree 100%,10,Strongly disagree 0%,1990,Bachelor's degree in college,Male,,Suburban,Conservative,understanding how people judge ai generated profiles,the background of the host,the hobbies and activities of the host,how well the profile is written,how natural or generic it sounded. if it has humor in it,good enough ,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,8,8|7|15|1|19|26|4|30|16|18,5356176080,primed
2019-12-04 13:22,2019-12-04 13:30,100,469,TRUE,2019-12-04 13:30,R_cYDdzx8PedXH1Ul,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,I am traveling and the person in the profile offers to host me.,,16.152,34.176,36.597,5,,40,30,60,18.605,26.853,28.282,5,,60,30,70,17.741,29.277,30.363,6,,20,10,20,16.452,24.324,25.498,6,,60,70,50,11.963,16.554,17.631,5,,50,30,40,12.253,21.349,21.691,8,,40,30,60,14.706,22.514,23.72,7,,50,60,70,11.296,20.528,21.51,5,,80,70,70,14.622,21.054,22.02,3,,70,60,80,12.443,20.979,22.241,5,,40,70,60,30,50,50,70,80,50,20,1993,High school graduate,Male,,Rural,Somewhat liberal,Based on how people say things or their professions and such how people view theses are trustworthy,Goals,Presentation,Occupation,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,19,19|5|23|28|21|3|13|6|4|25,4398492412,control
2019-12-04 13:24,2019-12-04 13:31,100,397,TRUE,2019-12-04 13:31,R_sLicKeLrxIClXuV,,,,,anonymous,EN,I CONSENT to take part in the study.,It is generating an optimized profile. It is writing a profile through it's AI.,John is easy to see.,I am traveling and the person in the profile offers to host me.,All were written by the AI system.,15.156,33.421,34.24,12,3,50,60,70,6.964,17.14,17.85,8,Definitely AI-generated     - 6,60,20,40,8.396,16.635,17.275,8,2,60,70,70,4.138,10.117,10.817,8,3,30,30,40,5.059,10.644,11.42,8,Definitely AI-generated     - 6,10,20,30,5.23,11.502,12.407,8,2,60,70,60,2.64,13.746,14.765,10,4,50,60,60,4.055,9.558,10.25,10,5,30,40,50,5.819,13.165,13.829,8,2,80,80,90,5.27,12.607,13.266,10,3,40,40,50,70,70,80,60,80,70,40,1993,Bachelor's degree in college,Male,,Urban,Somewhat liberal,It was about AI.,grammar,tone,content,if it seemed like natural speech. If it wasn't too formal.,they are ok. They are good most of the time.,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,9,9|25|12|17|8|18|13|3|16|21,8325649565,primed
2019-12-04 13:24,2019-12-04 13:31,100,418,TRUE,2019-12-04 13:31,R_3ltNUchSTjpySCd,,,,,anonymous,EN,I CONSENT to take part in the study.,,John is easy to see.,The person in the profile and I are traveling together.,,5.123,13.233,15.017,7,,50,60,30,3.8,7.402,9.019,4,,50,60,20,3.665,7.993,8.928,3,,30,40,30,3.24,7.601,8.958,5,,70,30,60,2.033,5.008,5.981,4,,50,50,70,7.018,10.673,13.184,5,,40,60,40,2.59,6.021,7.282,4,,50,30,40,1.414,5.87,6.186,5,,60,30,50,2.691,4.701,6.133,3,,50,30,40,29.195,33.836,35.175,5,,50,40,40,40,50,30,50,30,70,Strongly disagree 0%,1985,Bachelor's degree in college,Male,,Urban,Conservative, Roomshare host profiles survey ,,,,,,I AGREE that the data collected during the study may be included for the purpose of the study.,I am finished with the survey and have submitted my code on Amazon Mechanical Turk,7,7|16|2|3|18|23|1|13|21|27,3807927233,control
